fecha,X,Y,ETIQUETA_MES,year,month
3/9/2022,-90.223385,-0.682864,15,2022,3
11/15/2021,-90.223459,-0.682707,11,2021,11
9/17/2021,-90.223537,-0.682563,9,2021,9
9/16/2021,-90.223616,-0.682408,9,2021,9
5/13/2021,-90.223705,-0.682256,5,2021,5
1/31/2022,-90.223772,-0.682105,13,2022,1
3/30/2022,-90.223827,-0.681955,15,2022,3
7/28/2022,-90.223843,-0.681816,19,2022,7
6/16/2022,-90.223842,-0.681672,18,2022,6
8/22/2022,-90.223815,-0.681525,20,2022,8
3/27/2021,-90.223772,-0.681377,3,2021,3
10/27/2022,-90.223731,-0.681226,22,2022,10
12/2/2022,-90.223691,-0.68108,24,2022,12
1/18/2022,-90.223662,-0.680941,13,2022,1
1/6/2021,-90.223643,-0.680809,1,2021,1
10/19/2022,-90.223634,-0.680677,22,2022,10
1/11/2021,-90.223637,-0.680539,1,2021,1
8/2/2021,-90.223656,-0.680393,8,2021,8
12/9/2022,-90.223689,-0.680263,24,2022,12
1/7/2022,-90.223729,-0.680132,13,2022,1
1/23/2021,-90.223789,-0.67999,1,2021,1
11/28/2022,-90.223868,-0.679849,23,2022,11
2/6/2022,-90.223949,-0.679709,14,2022,2
3/28/2022,-90.224035,-0.679569,15,2022,3
12/21/2022,-90.224126,-0.679424,24,2022,12
2/19/2021,-90.224222,-0.67928,2,2021,2
9/12/2021,-90.224316,-0.679138,9,2021,9
1/19/2021,-90.224412,-0.678993,1,2021,1
1/12/2022,-90.224506,-0.678846,13,2022,1
12/12/2021,-90.224597,-0.678703,12,2021,12
5/4/2021,-90.224686,-0.678571,5,2021,5
4/11/2022,-90.224778,-0.67846,16,2022,4
9/11/2022,-90.225017,-0.678262,21,2022,9
2/5/2021,-90.225147,-0.678189,2,2021,2
1/31/2021,-90.225258,-0.678114,1,2021,1
3/8/2022,-90.225376,-0.678051,15,2022,3
6/30/2021,-90.22551,-0.678006,6,2021,6
8/16/2022,-90.225644,-0.677975,20,2022,8
12/24/2022,-90.22579,-0.677946,24,2022,12
11/23/2021,-90.225942,-0.677915,11,2021,11
12/10/2021,-90.226086,-0.677871,12,2021,12
5/9/2021,-90.226236,-0.677807,5,2021,5
12/28/2022,-90.226371,-0.677733,24,2022,12
2/4/2022,-90.226484,-0.677654,14,2022,2
10/20/2022,-90.226601,-0.677569,22,2022,10
9/6/2022,-90.226719,-0.677492,21,2022,9
4/23/2022,-90.226853,-0.677418,16,2022,4
7/22/2022,-90.226998,-0.677365,19,2022,7
8/9/2022,-90.227153,-0.67732,20,2022,8
6/6/2021,-90.227311,-0.67728,6,2021,6
3/17/2022,-90.227471,-0.677241,15,2022,3
10/11/2021,-90.227627,-0.677202,10,2021,10
5/13/2022,-90.22778,-0.677163,17,2022,5
8/24/2021,-90.227917,-0.677125,8,2021,8
8/30/2021,-90.228044,-0.67709,8,2021,8
12/12/2021,-90.228163,-0.677061,12,2021,12
6/7/2021,-90.228273,-0.677045,6,2021,6
9/16/2021,-90.228372,-0.677054,9,2021,9
3/28/2022,-90.22847,-0.677096,15,2022,3
10/18/2021,-90.22856,-0.67716,10,2021,10
7/8/2021,-90.228656,-0.67723,7,2021,7
10/27/2022,-90.228754,-0.677307,22,2022,10
8/1/2021,-90.228865,-0.677385,8,2021,8
6/23/2021,-90.228977,-0.677461,6,2021,6
7/12/2021,-90.229092,-0.677517,7,2021,7
8/4/2022,-90.229216,-0.677551,20,2022,8
4/27/2022,-90.229343,-0.67757,16,2022,4
5/1/2021,-90.229477,-0.677566,5,2021,5
11/13/2022,-90.22961,-0.677556,23,2022,11
6/8/2022,-90.229733,-0.677545,18,2022,6
12/30/2022,-90.229867,-0.677535,24,2022,12
8/31/2022,-90.229988,-0.677545,20,2022,8
3/12/2022,-90.230118,-0.677573,15,2022,3
12/29/2021,-90.230246,-0.677608,12,2021,12
3/24/2022,-90.230374,-0.677658,15,2022,3
9/12/2022,-90.2305,-0.677747,21,2022,9
10/26/2021,-90.230623,-0.677831,10,2021,10
3/16/2022,-90.230729,-0.677919,15,2022,3
9/15/2021,-90.230839,-0.677995,9,2021,9
5/8/2021,-90.230954,-0.678074,5,2021,5
1/18/2022,-90.231076,-0.678138,13,2022,1
10/4/2021,-90.231205,-0.678183,10,2021,10
7/1/2022,-90.231338,-0.678209,19,2022,7
1/14/2021,-90.231478,-0.678205,1,2021,1
8/18/2021,-90.231622,-0.678197,8,2021,8
11/3/2022,-90.231766,-0.678176,23,2022,11
6/20/2022,-90.231913,-0.67816,18,2022,6
1/31/2021,-90.232065,-0.678142,1,2021,1
7/26/2022,-90.232217,-0.678124,19,2022,7
2/2/2022,-90.23236,-0.678115,14,2022,2
12/11/2022,-90.232498,-0.678101,24,2022,12
2/1/2022,-90.232636,-0.678079,14,2022,2
3/4/2021,-90.232777,-0.67803,3,2021,3
8/14/2021,-90.232924,-0.677972,8,2021,8
5/10/2022,-90.23305,-0.677892,17,2022,5
4/17/2021,-90.23317,-0.677805,4,2021,4
5/29/2022,-90.233298,-0.677707,17,2022,5
3/19/2021,-90.233425,-0.677615,3,2021,3
7/3/2022,-90.233551,-0.67752,19,2022,7
4/6/2022,-90.233674,-0.677423,16,2022,4
9/2/2021,-90.233807,-0.677331,9,2021,9
7/10/2022,-90.233923,-0.677238,19,2022,7
1/26/2022,-90.234026,-0.677144,13,2022,1
11/21/2022,-90.23412,-0.677042,23,2022,11
1/28/2021,-90.234194,-0.67693,1,2021,1
8/24/2021,-90.234246,-0.676815,8,2021,8
9/20/2021,-90.234296,-0.676694,9,2021,9
10/20/2022,-90.234345,-0.676581,22,2022,10
5/7/2022,-90.234415,-0.676468,17,2022,5
11/24/2022,-90.234502,-0.676372,23,2022,11
10/1/2021,-90.234601,-0.67629,10,2021,10
11/6/2022,-90.234694,-0.676227,23,2022,11
3/31/2021,-90.234821,-0.676187,3,2021,3
10/28/2021,-90.234948,-0.676166,10,2021,10
12/3/2022,-90.235076,-0.676162,24,2022,12
9/21/2022,-90.23523,-0.676155,21,2022,9
3/7/2021,-90.235364,-0.676165,3,2021,3
12/29/2021,-90.235498,-0.676163,12,2021,12
8/13/2021,-90.235626,-0.676163,8,2021,8
5/29/2022,-90.235752,-0.676158,17,2022,5
7/16/2022,-90.235879,-0.676142,19,2022,7
5/10/2022,-90.236001,-0.676107,17,2022,5
12/16/2021,-90.236121,-0.676053,12,2021,12
1/19/2022,-90.236245,-0.675978,13,2022,1
4/12/2021,-90.236378,-0.675895,4,2021,4
6/19/2021,-90.236509,-0.675812,6,2021,6
9/7/2021,-90.236645,-0.675725,9,2021,9
7/13/2021,-90.236782,-0.675637,7,2021,7
2/12/2021,-90.236916,-0.675546,2,2021,2
9/26/2022,-90.237045,-0.675456,21,2022,9
3/16/2021,-90.237177,-0.675363,3,2021,3
12/14/2021,-90.237308,-0.675259,12,2021,12
10/2/2022,-90.237445,-0.675149,22,2022,10
11/29/2022,-90.237564,-0.675043,23,2022,11
1/14/2022,-90.237692,-0.674926,13,2022,1
9/8/2022,-90.237823,-0.674799,21,2022,9
6/14/2021,-90.237944,-0.674663,6,2021,6
10/16/2021,-90.238056,-0.674535,10,2021,10
11/22/2021,-90.238157,-0.674406,11,2021,11
6/4/2022,-90.238255,-0.67428,18,2022,6
4/15/2022,-90.238345,-0.674156,16,2022,4
2/17/2021,-90.238432,-0.674036,2,2021,2
5/11/2022,-90.238509,-0.67392,17,2022,5
6/28/2021,-90.238573,-0.673796,6,2021,6
6/21/2022,-90.238624,-0.673666,18,2022,6
2/16/2022,-90.238672,-0.673532,14,2022,2
2/27/2022,-90.23872,-0.67339,14,2022,2
1/16/2022,-90.238775,-0.673255,13,2022,1
6/6/2021,-90.23882,-0.673124,6,2021,6
6/3/2021,-90.238858,-0.672997,6,2021,6
12/29/2022,-90.238887,-0.672869,24,2022,12
6/8/2021,-90.238895,-0.672737,6,2021,6
11/20/2022,-90.238893,-0.67261,23,2022,11
7/30/2022,-90.238887,-0.672496,19,2022,7
10/26/2021,-90.238882,-0.672389,10,2021,10
2/20/2022,-90.238899,-0.672292,14,2022,2
8/13/2022,-90.238932,-0.672205,20,2022,8
5/14/2021,-90.238992,-0.672131,5,2021,5
6/14/2021,-90.239076,-0.672077,6,2021,6
11/8/2022,-90.239186,-0.672036,23,2022,11
7/3/2022,-90.239316,-0.672012,19,2022,7
2/8/2021,-90.23945,-0.672004,2,2021,2
6/25/2022,-90.239584,-0.672008,18,2022,6
4/29/2021,-90.239724,-0.672033,4,2021,4
7/30/2022,-90.23987,-0.672074,19,2022,7
12/29/2021,-90.240011,-0.672131,12,2021,12
11/8/2022,-90.240158,-0.672193,23,2022,11
4/27/2022,-90.240304,-0.672258,16,2022,4
12/10/2021,-90.240445,-0.672324,12,2021,12
5/10/2022,-90.240574,-0.672382,17,2022,5
4/23/2022,-90.240699,-0.672439,16,2022,4
10/21/2022,-90.240811,-0.672513,22,2022,10
9/4/2021,-90.240919,-0.672604,9,2021,9
5/19/2022,-90.241012,-0.672711,17,2022,5
2/28/2021,-90.241098,-0.67282,2,2021,2
4/24/2022,-90.241189,-0.672925,16,2022,4
9/4/2021,-90.241297,-0.673013,9,2021,9
2/24/2021,-90.241417,-0.673068,2,2021,2
5/17/2022,-90.241547,-0.673104,17,2022,5
4/29/2021,-90.241693,-0.673134,4,2021,4
3/29/2021,-90.24185,-0.673158,3,2021,3
1/10/2021,-90.242004,-0.673182,1,2021,1
6/20/2022,-90.242157,-0.673211,18,2022,6
11/1/2021,-90.242312,-0.673238,11,2021,11
8/24/2021,-90.242471,-0.673262,8,2021,8
1/19/2021,-90.242618,-0.673285,1,2021,1
9/13/2021,-90.242757,-0.673306,9,2021,9
3/24/2022,-90.24289,-0.673319,15,2022,3
12/5/2022,-90.24302,-0.673324,24,2022,12
12/8/2022,-90.243134,-0.673323,24,2022,12
12/24/2022,-90.243244,-0.673318,24,2022,12
3/25/2021,-90.243355,-0.673293,3,2021,3
7/18/2021,-90.243455,-0.673251,7,2021,7
3/20/2022,-90.243537,-0.673203,15,2022,3
5/9/2021,-90.24361,-0.673145,5,2021,5
10/16/2021,-90.243676,-0.673077,10,2021,10
6/28/2022,-90.243735,-0.673007,18,2022,6
7/7/2022,-90.243798,-0.672939,19,2022,7
1/5/2022,-90.243867,-0.672876,13,2022,1
12/2/2021,-90.243951,-0.672822,12,2021,12
7/15/2022,-90.244044,-0.672784,19,2022,7
2/23/2022,-90.244146,-0.672758,14,2022,2
4/9/2022,-90.24425,-0.672743,16,2022,4
11/8/2022,-90.244361,-0.672735,23,2022,11
8/23/2022,-90.244473,-0.672731,20,2022,8
2/24/2021,-90.244579,-0.672733,2,2021,2
3/1/2021,-90.244688,-0.672737,3,2021,3
6/28/2022,-90.244792,-0.672753,18,2022,6
10/3/2022,-90.244901,-0.67276,22,2022,10
9/1/2021,-90.245002,-0.672761,9,2021,9
1/10/2021,-90.245109,-0.672757,1,2021,1
9/14/2022,-90.245219,-0.672737,21,2022,9
6/24/2022,-90.245323,-0.672709,18,2022,6
5/21/2022,-90.245431,-0.672662,17,2022,5
4/13/2022,-90.24552,-0.672606,16,2022,4
8/28/2021,-90.245683,-0.672479,8,2021,8
8/15/2022,-90.245756,-0.672419,20,2022,8
12/14/2021,-90.245834,-0.672356,12,2021,12
8/7/2022,-90.245912,-0.672288,20,2022,8
12/2/2021,-90.245987,-0.672236,12,2021,12
3/22/2021,-90.246068,-0.672195,3,2021,3
4/9/2021,-90.246159,-0.672155,4,2021,4
11/30/2022,-90.246333,-0.672105,23,2022,11
2/8/2022,-90.246514,-0.672089,14,2022,2
9/8/2021,-90.246681,-0.672091,9,2021,9
5/10/2021,-90.246841,-0.67209,5,2021,5
1/15/2021,-90.246993,-0.672087,1,2021,1
12/12/2022,-90.247171,-0.672086,24,2022,12
9/11/2022,-90.247267,-0.672088,21,2022,9
1/27/2022,-90.247357,-0.67209,13,2022,1
11/28/2021,-90.247534,-0.67209,11,2021,11
3/20/2022,-90.247632,-0.67209,15,2022,3
11/26/2022,-90.247728,-0.672087,23,2022,11
5/25/2021,-90.247905,-0.672079,5,2021,5
8/8/2022,-90.247996,-0.672063,20,2022,8
7/14/2022,-90.248174,-0.67201,19,2022,7
12/20/2021,-90.248322,-0.671926,12,2021,12
8/25/2022,-90.248393,-0.671869,20,2022,8
7/13/2021,-90.248517,-0.671758,7,2021,7
10/11/2021,-90.248578,-0.671688,10,2021,10
12/16/2022,-90.248676,-0.671552,24,2022,12
8/25/2021,-90.248718,-0.671469,8,2021,8
12/15/2021,-90.24881,-0.671317,12,2021,12
10/1/2022,-90.248927,-0.671186,22,2022,10
10/10/2022,-90.249084,-0.671081,22,2022,10
4/12/2021,-90.249176,-0.671041,4,2021,4
4/6/2021,-90.249271,-0.67101,4,2021,4
8/6/2021,-90.249364,-0.670979,8,2021,8
9/15/2022,-90.249463,-0.670952,21,2022,9
1/6/2021,-90.249567,-0.670924,1,2021,1
12/17/2022,-90.249666,-0.670899,24,2022,12
9/8/2021,-90.249764,-0.670877,9,2021,9
7/4/2022,-90.249863,-0.670856,19,2022,7
9/12/2022,-90.249966,-0.670832,21,2022,9
1/19/2022,-90.250075,-0.670802,13,2022,1
10/24/2022,-90.25019,-0.670771,22,2022,10
9/23/2021,-90.250302,-0.670748,9,2021,9
4/6/2022,-90.250403,-0.670729,16,2022,4
5/3/2021,-90.250508,-0.670701,5,2021,5
4/27/2021,-90.250613,-0.670662,4,2021,4
3/30/2021,-90.250716,-0.670609,3,2021,3
2/25/2022,-90.25081,-0.670546,14,2022,2
12/11/2021,-90.250892,-0.670478,12,2021,12
1/7/2022,-90.250977,-0.670411,13,2022,1
12/23/2022,-90.251065,-0.670348,24,2022,12
12/31/2021,-90.251147,-0.670297,12,2021,12
11/25/2022,-90.251247,-0.670251,23,2022,11
4/30/2021,-90.251341,-0.670215,4,2021,4
9/6/2021,-90.251437,-0.670183,9,2021,9
9/27/2021,-90.251535,-0.670154,9,2021,9
5/9/2022,-90.251632,-0.670131,17,2022,5
1/23/2022,-90.251729,-0.670109,13,2022,1
3/26/2022,-90.25183,-0.670087,15,2022,3
9/7/2021,-90.251928,-0.670061,9,2021,9
2/4/2021,-90.252026,-0.670037,2,2021,2
9/25/2022,-90.252123,-0.670018,21,2022,9
1/13/2021,-90.252219,-0.670005,1,2021,1
10/20/2022,-90.252315,-0.669999,22,2022,10
7/17/2022,-90.252411,-0.670002,19,2022,7
11/11/2022,-90.252507,-0.67001,23,2022,11
10/17/2022,-90.252602,-0.670024,22,2022,10
10/7/2022,-90.252695,-0.670035,22,2022,10
4/9/2021,-90.252792,-0.67005,4,2021,4
8/29/2021,-90.252884,-0.670063,8,2021,8
4/29/2022,-90.252985,-0.670078,16,2022,4
11/10/2022,-90.253079,-0.670094,23,2022,11
5/2/2022,-90.253183,-0.67011,17,2022,5
5/2/2021,-90.253283,-0.670132,5,2021,5
2/28/2022,-90.253373,-0.670149,14,2022,2
4/17/2021,-90.253468,-0.670167,4,2021,4
9/29/2022,-90.253557,-0.67018,21,2022,9
10/16/2022,-90.253649,-0.670192,22,2022,10
5/27/2021,-90.253825,-0.670197,5,2021,5
9/18/2021,-90.253916,-0.670196,9,2021,9
5/13/2022,-90.254006,-0.670194,17,2022,5
11/4/2022,-90.254103,-0.670185,23,2022,11
5/16/2021,-90.254194,-0.670175,5,2021,5
11/17/2021,-90.254285,-0.670162,11,2021,11
3/8/2022,-90.254383,-0.670158,15,2022,3
8/18/2021,-90.254486,-0.670152,8,2021,8
7/8/2022,-90.254584,-0.670149,19,2022,7
10/18/2022,-90.254688,-0.670156,22,2022,10
7/9/2022,-90.254792,-0.670161,19,2022,7
6/22/2021,-90.254895,-0.670174,6,2021,6
6/27/2022,-90.254996,-0.67018,18,2022,6
7/23/2021,-90.255087,-0.670185,7,2021,7
11/3/2021,-90.255187,-0.670192,11,2021,11
9/15/2022,-90.255285,-0.670195,21,2022,9
2/5/2021,-90.255381,-0.670195,2,2021,2
12/26/2021,-90.255478,-0.670181,12,2021,12
8/19/2021,-90.255577,-0.670156,8,2021,8
2/19/2021,-90.255673,-0.670116,2,2021,2
8/9/2021,-90.255752,-0.670065,8,2021,8
12/28/2022,-90.255819,-0.669999,24,2022,12
6/3/2022,-90.255882,-0.669922,18,2022,6
2/24/2022,-90.25595,-0.66984,14,2022,2
9/1/2021,-90.256017,-0.669771,9,2021,9
12/29/2021,-90.256094,-0.669704,12,2021,12
11/14/2021,-90.256175,-0.669649,11,2021,11
9/5/2021,-90.256266,-0.669608,9,2021,9
10/14/2021,-90.256356,-0.66957,10,2021,10
7/13/2021,-90.256444,-0.669523,7,2021,7
10/16/2022,-90.256526,-0.66947,22,2022,10
9/13/2022,-90.256604,-0.669404,21,2022,9
7/10/2022,-90.256671,-0.669336,19,2022,7
10/15/2021,-90.256737,-0.669264,10,2021,10
2/17/2022,-90.256806,-0.669194,14,2022,2
9/19/2022,-90.256873,-0.669123,21,2022,9
12/5/2021,-90.256935,-0.669052,12,2021,12
1/3/2022,-90.256999,-0.668984,13,2022,1
5/8/2022,-90.257069,-0.668908,17,2022,5
4/17/2022,-90.257139,-0.668831,16,2022,4
3/18/2022,-90.257207,-0.668753,15,2022,3
1/20/2022,-90.257278,-0.668678,13,2022,1
8/30/2021,-90.25735,-0.668601,8,2021,8
6/2/2021,-90.257425,-0.668528,6,2021,6
11/21/2022,-90.2575,-0.668461,23,2022,11
2/21/2021,-90.257592,-0.668405,2,2021,2
5/30/2022,-90.257682,-0.668354,17,2022,5
1/8/2021,-90.25778,-0.668302,1,2021,1
7/8/2022,-90.257875,-0.668255,19,2022,7
8/21/2022,-90.25797,-0.668209,20,2022,8
11/9/2022,-90.258067,-0.668172,23,2022,11
5/14/2022,-90.258154,-0.668148,17,2022,5
5/1/2022,-90.258315,-0.668131,17,2022,5
7/20/2021,-90.258485,-0.668174,7,2021,7
1/6/2021,-90.258569,-0.668208,1,2021,1
3/30/2021,-90.258656,-0.668242,3,2021,3
1/26/2022,-90.25883,-0.668299,13,2022,1
10/1/2022,-90.259006,-0.668326,22,2022,10
2/27/2021,-90.259176,-0.66832,2,2021,2
4/3/2021,-90.259327,-0.668298,4,2021,4
10/18/2021,-90.259434,-0.668272,10,2021,10
12/23/2022,-90.259545,-0.668246,24,2022,12
8/22/2022,-90.259674,-0.66821,20,2022,8
8/8/2022,-90.259799,-0.668168,20,2022,8
10/12/2022,-90.25992,-0.668126,22,2022,10
5/4/2022,-90.260032,-0.668077,17,2022,5
11/6/2022,-90.260158,-0.668019,23,2022,11
6/16/2021,-90.260274,-0.667959,6,2021,6
5/27/2021,-90.2604,-0.6679,5,2021,5
3/19/2021,-90.260527,-0.667856,3,2021,3
6/23/2022,-90.260642,-0.667816,18,2022,6
2/17/2022,-90.260773,-0.667776,14,2022,2
9/17/2022,-90.260909,-0.66773,21,2022,9
10/17/2022,-90.261017,-0.667672,22,2022,10
6/14/2022,-90.261115,-0.667602,18,2022,6
3/25/2022,-90.261215,-0.667513,15,2022,3
10/4/2022,-90.261317,-0.667419,22,2022,10
4/9/2022,-90.261394,-0.667351,16,2022,4
3/3/2022,-90.261471,-0.66729,15,2022,3
9/1/2022,-90.261545,-0.667228,21,2022,9
8/18/2022,-90.261629,-0.667128,20,2022,8
1/1/2021,-90.261687,-0.667056,1,2021,1
11/8/2021,-90.261738,-0.666977,11,2021,11
5/7/2022,-90.261804,-0.666865,17,2022,5
10/5/2021,-90.261861,-0.666776,10,2021,10
4/5/2021,-90.26193,-0.666686,4,2021,4
6/19/2021,-90.262022,-0.666612,6,2021,6
4/3/2022,-90.262139,-0.666556,16,2022,4
6/6/2022,-90.262257,-0.666539,18,2022,6
10/25/2021,-90.262378,-0.666528,10,2021,10
6/1/2021,-90.262473,-0.666531,6,2021,6
6/21/2022,-90.262602,-0.666592,18,2022,6
5/4/2021,-90.262706,-0.666661,5,2021,5
1/31/2021,-90.262812,-0.66678,1,2021,1
8/4/2022,-90.262869,-0.666866,20,2022,8
8/31/2021,-90.262939,-0.666968,8,2021,8
12/22/2022,-90.263019,-0.667079,24,2022,12
12/15/2021,-90.263096,-0.66719,12,2021,12
6/10/2021,-90.263174,-0.667309,6,2021,6
10/2/2022,-90.263256,-0.66743,22,2022,10
3/3/2021,-90.263339,-0.667548,3,2021,3
11/15/2022,-90.263426,-0.667668,23,2022,11
11/30/2021,-90.263511,-0.667783,11,2021,11
7/23/2021,-90.263604,-0.667907,7,2021,7
3/28/2022,-90.263685,-0.668022,15,2022,3
6/27/2022,-90.263765,-0.66814,18,2022,6
9/5/2022,-90.263832,-0.668262,21,2022,9
2/9/2022,-90.263899,-0.668385,14,2022,2
3/26/2022,-90.263969,-0.668497,15,2022,3
10/9/2021,-90.264057,-0.668609,10,2021,10
10/16/2021,-90.26415,-0.668708,10,2021,10
3/20/2022,-90.264258,-0.668799,15,2022,3
7/21/2022,-90.264365,-0.668875,19,2022,7
9/6/2022,-90.264482,-0.668946,21,2022,9
1/24/2021,-90.264602,-0.669001,1,2021,1
8/6/2021,-90.264726,-0.669048,8,2021,8
10/14/2021,-90.264843,-0.669065,10,2021,10
10/21/2022,-90.264963,-0.669083,22,2022,10
12/1/2021,-90.265082,-0.669092,12,2021,12
1/11/2022,-90.265202,-0.6691,13,2022,1
2/9/2021,-90.265308,-0.669106,2,2021,2
1/20/2022,-90.265408,-0.669097,13,2022,1
7/25/2022,-90.265501,-0.669071,19,2022,7
7/14/2022,-90.265587,-0.669026,19,2022,7
6/11/2021,-90.265664,-0.668976,6,2021,6
11/2/2022,-90.26581,-0.668886,23,2022,11
10/18/2021,-90.265995,-0.668848,10,2021,10
3/27/2021,-90.266098,-0.668841,3,2021,3
10/8/2022,-90.266213,-0.668831,22,2022,10
10/31/2022,-90.266338,-0.668825,22,2022,10
5/21/2021,-90.266459,-0.668817,5,2021,5
5/5/2021,-90.266572,-0.668793,5,2021,5
5/26/2022,-90.266682,-0.668773,17,2022,5
6/11/2021,-90.266789,-0.668762,6,2021,6
3/3/2022,-90.266895,-0.668763,15,2022,3
12/4/2021,-90.267011,-0.668776,12,2021,12
5/26/2021,-90.267131,-0.668785,5,2021,5
3/13/2022,-90.267254,-0.668784,15,2022,3
7/1/2021,-90.267369,-0.668782,7,2021,7
7/6/2022,-90.267482,-0.668773,19,2022,7
8/1/2022,-90.267601,-0.668766,20,2022,8
11/3/2022,-90.267721,-0.668769,23,2022,11
8/8/2021,-90.267844,-0.668774,8,2021,8
4/3/2021,-90.267967,-0.668781,4,2021,4
4/8/2022,-90.268093,-0.668786,16,2022,4
12/17/2022,-90.268216,-0.668792,24,2022,12
8/15/2022,-90.268344,-0.668788,20,2022,8
6/5/2021,-90.268476,-0.668786,6,2021,6
5/20/2022,-90.268612,-0.668783,17,2022,5
5/18/2021,-90.268747,-0.668783,5,2021,5
9/16/2021,-90.268875,-0.668786,9,2021,9
5/28/2022,-90.269006,-0.668788,17,2022,5
10/29/2021,-90.269139,-0.668794,10,2021,10
4/7/2022,-90.26927,-0.668799,16,2022,4
7/31/2022,-90.269404,-0.668815,19,2022,7
8/30/2022,-90.269531,-0.668841,20,2022,8
8/29/2021,-90.269658,-0.668869,8,2021,8
4/19/2021,-90.269776,-0.668909,4,2021,4
3/25/2022,-90.269886,-0.668948,15,2022,3
3/4/2021,-90.269996,-0.668989,3,2021,3
12/16/2021,-90.270116,-0.66902,12,2021,12
1/29/2021,-90.270257,-0.669047,1,2021,1
6/10/2021,-90.270378,-0.669057,6,2021,6
5/4/2022,-90.270497,-0.66906,17,2022,5
7/24/2021,-90.270611,-0.669063,7,2021,7
3/27/2022,-90.270732,-0.669059,15,2022,3
3/15/2022,-90.270848,-0.669065,15,2022,3
12/9/2021,-90.270961,-0.669073,12,2021,12
7/23/2022,-90.271063,-0.669081,19,2022,7
3/9/2021,-90.271161,-0.669073,3,2021,3
5/6/2021,-90.271319,-0.669087,5,2021,5
11/12/2021,-90.271462,-0.669077,11,2021,11
1/26/2022,-90.271622,-0.669086,13,2022,1
9/1/2021,-90.271712,-0.669094,9,2021,9
10/17/2021,-90.271804,-0.669102,10,2021,10
8/8/2021,-90.271997,-0.669106,8,2021,8
6/4/2021,-90.272108,-0.669101,6,2021,6
11/9/2021,-90.272223,-0.669094,11,2021,11
5/14/2021,-90.272331,-0.669088,5,2021,5
6/13/2021,-90.27244,-0.669084,6,2021,6
7/24/2021,-90.272531,-0.669091,7,2021,7
8/2/2022,-90.272678,-0.669109,20,2022,8
7/10/2021,-90.272778,-0.669141,7,2021,7
9/24/2021,-90.272898,-0.669146,9,2021,9
1/19/2022,-90.272923,-0.669235,13,2022,1
9/26/2021,-90.273034,-0.669265,9,2021,9
10/29/2021,-90.273124,-0.669324,10,2021,10
6/16/2021,-90.273211,-0.669395,6,2021,6
7/7/2022,-90.273301,-0.669476,19,2022,7
12/8/2022,-90.273389,-0.669549,24,2022,12
4/7/2022,-90.273479,-0.669618,16,2022,4
7/4/2021,-90.273582,-0.669701,7,2021,7
5/26/2022,-90.273665,-0.669752,17,2022,5
6/16/2021,-90.273741,-0.669804,6,2021,6
7/28/2022,-90.273848,-0.669854,19,2022,7
4/1/2022,-90.273932,-0.669891,16,2022,4
7/6/2022,-90.274016,-0.669926,19,2022,7
3/7/2022,-90.274105,-0.669967,15,2022,3
2/12/2022,-90.274193,-0.670013,14,2022,2
8/20/2021,-90.27428,-0.670057,8,2021,8
7/15/2022,-90.274365,-0.670105,19,2022,7
6/23/2022,-90.274473,-0.670178,18,2022,6
10/10/2022,-90.274567,-0.67026,22,2022,10
11/27/2021,-90.274648,-0.670359,11,2021,11
6/5/2021,-90.274707,-0.67044,6,2021,6
9/30/2021,-90.274768,-0.670529,9,2021,9
12/16/2021,-90.274828,-0.670621,12,2021,12
5/4/2022,-90.274882,-0.670711,17,2022,5
6/11/2021,-90.274943,-0.670798,6,2021,6
4/21/2022,-90.27501,-0.670878,16,2022,4
3/20/2022,-90.275078,-0.670956,15,2022,3
4/25/2021,-90.27514,-0.671025,4,2021,4
7/3/2021,-90.275234,-0.671106,7,2021,7
8/20/2022,-90.275329,-0.671179,20,2022,8
12/24/2021,-90.275419,-0.671257,12,2021,12
7/13/2021,-90.275513,-0.671317,7,2021,7
10/26/2021,-90.275626,-0.671352,10,2021,10
4/14/2021,-90.275769,-0.671364,4,2021,4
6/16/2022,-90.275895,-0.671363,18,2022,6
7/28/2021,-90.276021,-0.671364,7,2021,7
7/2/2021,-90.27615,-0.671367,7,2021,7
11/19/2021,-90.276278,-0.671363,11,2021,11
2/12/2022,-90.276407,-0.671374,14,2022,2
7/28/2022,-90.276528,-0.67138,19,2022,7
3/31/2022,-90.27665,-0.671389,15,2022,3
6/1/2021,-90.276786,-0.67139,6,2021,6
10/14/2022,-90.276927,-0.671406,22,2022,10
3/23/2022,-90.277071,-0.671438,15,2022,3
4/19/2022,-90.277209,-0.671474,16,2022,4
12/19/2022,-90.277328,-0.671514,24,2022,12
12/10/2021,-90.277437,-0.671546,12,2021,12
7/6/2021,-90.277529,-0.671582,7,2021,7
9/10/2022,-90.277627,-0.671625,21,2022,9
4/29/2021,-90.277717,-0.671664,4,2021,4
9/1/2022,-90.277803,-0.671721,21,2022,9
6/30/2021,-90.277904,-0.671752,6,2021,6
11/11/2022,-90.278002,-0.671775,23,2022,11
10/10/2021,-90.278091,-0.671808,10,2021,10
9/9/2021,-90.278181,-0.671871,9,2021,9
11/7/2021,-90.278265,-0.671927,11,2021,11
9/30/2022,-90.278385,-0.671989,21,2022,9
3/23/2021,-90.278469,-0.672033,3,2021,3
10/24/2021,-90.278558,-0.672065,10,2021,10
8/29/2021,-90.278645,-0.672097,8,2021,8
8/30/2022,-90.278766,-0.672143,20,2022,8
